username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,col1,col2,col3
Michael Bonner,MichaelBonner_,2018-02-07 19:53,3,28,"So @AmericanAir , last year @TheEllenShow flew my entire class out to LA for an experience of a lifetime! #BestFieldTripEver I want to do the same thing for this year class as a surprise If you are not willing to sponsor the tickets, I will go half with you",,@AmericanAir @TheEllenShow,#BestFieldTripEver,"9,61357337830351E+017",https://twitter.com/MichaelBonner_/status/961357337830350849,,,
LeTourneauUniversity,LeTourneauUniv,2018-02-07 18:46,4,18,"10,000 flights, 2 million passengers, 28,000 flight hours–we're immensely proud of this '74 grad for completing his 33-year career with @AmericanAir . https://www. dallasnews.com/business/ameri can-airlines/2018/01/28/10000-flights-30-million-gallons-fuel-later-pilot-ends-33-year-career-final-trip-dallas …",,@AmericanAir,,"9,61340456088015E+017",https://twitter.com/LeTourneauUniv/status/961340456088014848,,,
Joe McDonald,JoeyMacHockey,2018-02-07 18:10,1,15,Hey @AmericanAir it would be great if you figured out a way to get a plane full of passengers to the gate at LGA instead of sitting here for nearly an hour. Thanks.,,@AmericanAir,,"9,61331292343296E+017",https://twitter.com/JoeyMacHockey/status/961331292343296000,,,
Tracy Montross,CLT_Tracy,2018-02-07 17:26,8,43,An exciting first for this #FlyGirl - an all female crew for @AmericanAir Flight 5372 from #CLT to #RVA ! #WomeninAviation #GirlPower #AmericanAirlines @kbcody13 pic.twitter.com/EjIccAfafJ – at Charlotte Douglas International Airport (CLT),,@AmericanAir @kbcody13,#FlyGirl #CLT #RVA #WomeninAviation #GirlPower #AmericanAirlines,"9,61320309533168E+017",https://twitter.com/CLT_Tracy/status/961320309533167616,,,
Moe Sargi,MoeSargi,2018-02-07 16:25,46,545,Thank you. @AmericanAir for getting me outa this situation. Love your quick response!,,@AmericanAir,,"9,61304939099296E+017",https://twitter.com/MoeSargi/status/961304939099295744,,,
CLT Airport,CLTAirport,2018-02-07 12:45,3,21,"It’s dreary outside, but the music is beautiful inside as @AmericanAir own Mr. Monty Thayer performs his magic on the baby grand. pic.twitter.com/nrkLTCg1EN",,@AmericanAir,,"9,61249682247897E+017",https://twitter.com/CLTAirport/status/961249682247897089,,,
Just Planes,justplanes,2018-02-07 03:58,15,36,@AmericanAir 777 at Sydney 1600 AVIATION VIDEOS http://WWW. YOUTUBE.COM/JustPlanes #avgeek #AmericanAirlines #b777 pic.twitter.com/bHF4oJjGn7,,@AmericanAir,#avgeek #AmericanAirlines #b777,"9,61116967234167E+017",https://twitter.com/justplanes/status/961116967234166784,,,
Secret Flying,SecretFlying,2018-02-07 00:18,16,21,"Philadelphia to Cancun, Mexico for only $279 roundtrip with @AmericanAir . http://www. secretflying.com/posts/philadel phia-cancun-mexico-295-roundtrip/ … pic.twitter.com/npFikvPTqX",,@AmericanAir,,"9,61061689020985E+017",https://twitter.com/SecretFlying/status/961061689020985345,,,
Lou Brutus,LouBrutus,2018-02-06 22:13,2,10,AMERICAN AIR UPDATE: I'd also like suggestions for journalists who cover travel problems to explain what @AmericanAir did. Any suggestions are appreciated especially for @NYTimes @NYTimesTravel @WashingtonPost @USAToday @LATimes @LATimesTravel or others. Thanks! #AmericanAirline,,@AmericanAir @NYTimes @NYTimesTravel @WashingtonPost @USAToday @LATimes @LATimesTravel,#AmericanAirline,"9,61030064505872E+017",https://twitter.com/LouBrutus/status/961030064505872389,,,
Lou Brutus,LouBrutus,2018-02-06 22:09,3,27,AMERICAN AIR UPDATE: My update is no update. The rodents at @AmericanAir have not responded to my return email to customer service for 24 hours now. Anyone have a contact for their chairman Robert D. Isom Jr. so he can tell me why his airline stole our plane and stranded us?,,@AmericanAir,,"9,61029143533183E+017",https://twitter.com/LouBrutus/status/961029143533182976,,,
Secret Flying,SecretFlying,2018-02-06 21:28,14,16,"Atlanta to Beijing, China for only $500 roundtrip with @AmericanAir . http://www. secretflying.com/posts/atlanta- beijing-china-588-roundtrip/ … pic.twitter.com/bDFrpuJGk9",,@AmericanAir,,"9,61018753403228E+017",https://twitter.com/SecretFlying/status/961018753403228160,,,
Secret Flying,SecretFlying,2018-02-06 20:52,6,12,"Los Angeles to Cartagena, Colombia for only $367 roundtrip with @AmericanAir . http://www. secretflying.com/posts/los-ange les-barranquilla-cartagena-colombia-370-roundtrip/ … pic.twitter.com/s4DBNiyonW",,@AmericanAir,,"9,61009747695608E+017",https://twitter.com/SecretFlying/status/961009747695607808,,,
John Luke,JohnLukeNYC,2018-02-06 17:23,3,11,Hey Guys At @LongIslandCares Please Check This Out From @AmericanAir -) https:// twitter.com/AmericanAir/st atus/960929006202867712 …,,@LongIslandCares @AmericanAir,,"9,6095714088527E+017",https://twitter.com/JohnLukeNYC/status/960957140885270530,,,
Neal Gottlieb,nealhgottlieb,2018-02-06 17:04,0,23,I thought that I saw myself on screen on @AmericanAir until I read the subtitle and realized it was @Neil_Gottlieb stealing my thunder. pic.twitter.com/9rT7dXJWTp,,@AmericanAir @Neil_Gottlieb,,"9,6095232055203E+017",https://twitter.com/nealhgottlieb/status/960952320552030210,,,
Condé Nast Traveler,CNTraveler,2018-02-06 17:00,3,21,#FlightDeal U.S. to Hong Kong from $550 round-trip on @AmericanAir http:// cntrvlr.co/zq6rkWp pic.twitter.com/xowZpt2DYl,,@AmericanAir,#FlightDeal,"9,60951323171738E+017",https://twitter.com/CNTraveler/status/960951323171737600,,,
John Luke,JohnLukeNYC,2018-02-06 14:42,4,30,Hey @AmericanAir I'm Doing A Charity Auction For @LongIslandCares Is There Anyway We Can Get An Airfare For 2 Donation??Please Let Me Know.Thank Very Much.,,@AmericanAir @LongIslandCares,,"9,60916594225484E+017",https://twitter.com/JohnLukeNYC/status/960916594225483778,,,
Teamsters Local 986,Teamsters986,2018-02-06 13:42,5,6,"Teamsters 986 American Airlines Premium Service Members at LAX - Los Angeles International Airport, Customer Service Agents at Ontario International Airport and Long Beach Airport. #Teamsters #UnionStrong @AmericanAir @flyLAXairport pic.twitter.com/qITIxsIjzV",,@AmericanAir @flyLAXairport,#Teamsters #UnionStrong,"9,60901567703499E+017",https://twitter.com/Teamsters986/status/960901567703498752,,,
Salina de la Renta,salinadelarenta,2018-02-06 12:02,3,10,"@AmericanAir has the worst customer service ever! If you have the opportunity of flying with someone else please do so. They literally took stuff out of my bag and I’m not talking about the TSA officers, the counter lady.",,@AmericanAir,,"9,608763056413E+017",https://twitter.com/salinadelarenta/status/960876305641299970,,,
Brian Zahnd,BrianZahnd,2018-02-06 03:11,0,47,Flight troubles w/ @AmericanAir Now re-routed. KC Phoenix Las Vegas Honolulu Auckland. We’ll arrive 8 hrs late. Awful...but we’ll survive. Probably. I’ve been flying around the world for 25 years. Didn’t used to be like this. (Thanks for letting me vent),,@AmericanAir,,"9,60742607008641E+017",https://twitter.com/BrianZahnd/status/960742607008641024,,,
Jorge Guajardo,jorge_guajardo,2018-02-06 00:14,4,6,"I think I’ve figured @AmericanAir business model, give budget airline service at premium prices. I feel stupid it took me so long to realize this. https:// twitter.com/dirget02/statu s/960696833080094720 …",,@AmericanAir,,"9,60698123118096E+017",https://twitter.com/jorge_guajardo/status/960698123118096384,,,
Robbie Culver,Kamera_geek,2018-02-05 22:19,3,8,Spectacular views out the window today heading into LAS on @AmericanAir #avgeek For the record - being in Vegas for work just sucks. pic.twitter.com/yWsUmSgK4g,,@AmericanAir,#avgeek,"9,60669218952786E+017",https://twitter.com/Kamera_geek/status/960669218952785921,,,
Marsha Collier,MarshaCollier,2018-02-05 22:01,10,11,"Thursday, @AmericanAir revealed more decisions tied to new uniform project ""A new fabric color — @Pantone Parisian Night — will be manufactured by Lands' End."" (Love the new Cole Haan purses)! #travel http:// bit.ly/2DXLL7w pic.twitter.com/edT8kFdekq",,@AmericanAir @Pantone,#travel,"9,60664604199277E+017",https://twitter.com/MarshaCollier/status/960664604199276544,,,
Christians of Iraq,iraqichristian,2018-02-05 21:03,3,27,"After @AmericanAir cancelled her PM #Chicago flight, after she missed her AM flight due to traffic at 5 am, our Founding President Juliana Taimoorazy drove through #winter storm conditions to make it to #Iowa for meetings. This is for the love and cause of our nation! #Assyria pic.twitter.com/7l5l6OIzB8",,@AmericanAir,#Chicago #winter #Iowa #Assyria,"9,60650116922257E+017",https://twitter.com/iraqichristian/status/960650116922257410,,,
Dillon Cheverere,DCheverere,2018-02-05 20:47,0,38,Seat 22A needs special attention!,,,,"9,60646170031874E+017",https://twitter.com/DCheverere/status/960646170031874049,,,
Dillon Cheverere,DCheverere,2018-02-05 20:42,7,205,. @AmericanAir y’all have to throw this whole plane away,,@AmericanAir,,"9,60644917994361E+017",https://twitter.com/DCheverere/status/960644917994360832,,,
Nick Paine,nick6abc,2018-02-05 20:33,7,53,We are the champions playing as we board our @AmericanAir flight to @PHLAirport #6abcAction pic.twitter.com/Emqg2DprUa,,@AmericanAir @PHLAirport,#6abcAction,"9,6064262599605E+017",https://twitter.com/nick6abc/status/960642625996050434,,,
Robert Corrigan,PFDCorrigan,2018-02-05 17:56,15,66,Crash trucks of @PhillyFireDept E78 #ARFF with @IAFF22 crews staged to welcome victorious @Eagles home! @AmericanAir @ThielAdam pic.twitter.com/nfr0A1VP1h,,@PhillyFireDept @IAFF22 @Eagles @AmericanAir @ThielAdam,#ARFF,"9,6060301356714E+017",https://twitter.com/PFDCorrigan/status/960603013567139841,,,
Kim Chi,KimChi_Chic,2018-02-05 15:23,3,145,"I love @AmericanAir but y’all keep fucking up with my system wide upgrade count and no matter how many times I call, it doesn’t get fixed",,@AmericanAir,,"9,60564498288562E+017",https://twitter.com/KimChi_Chic/status/960564498288562178,,,
Aviationdaily✈️الطيران يوميآ,Aviationdailyy,2018-02-05 14:21,19,59,Back in 2016 passengers were scrambling to safety after the right-side engine of an @americanair #B767 failed during an attempted takeoff at O’Hare pic.twitter.com/lZs9jy5vbB,,@americanair,#B767,"9,60548944349712E+017",https://twitter.com/Aviationdailyy/status/960548944349712384,,,
Stella Maeve,StellaMaeve14,2018-02-05 14:20,9,87,"You guys are awesome!! Thanks for having my back! Oh and PS we're sitting on the runway now for an extra 15 minutes because we're in ""a bit of traffic"" says the Cap-I-Tan @AmericanAir #yousuck",,@AmericanAir,#yousuck,"9,60548759410274E+017",https://twitter.com/StellaMaeve14/status/960548759410274309,,,
airfarewatchdog,airfarewatchdog,2018-02-05 13:27,17,41,"#Philadelphia #PHL to @WaltDisneyWorld #Orlando #MCO $169 round-trip, nonstop, on @AmericanAir http:// bit.ly/2BXZUQh #airfare #flights pic.twitter.com/rwxFeWIUZP",,@WaltDisneyWorld @AmericanAir,#Philadelphia #PHL #Orlando #MCO #airfare #flights,"9,60535334512554E+017",https://twitter.com/airfarewatchdog/status/960535334512553985,,,
LG Slacked,Slacked,2018-02-05 13:18,5,199,I am mind blown @AmericanAir you guys are terrible. My flight gets canceled yesterday & today I show up on the rebooking your agents did for me & now they are saying they canceled my reservation which I have boarding passes for.,,@AmericanAir,,"9,60532979553534E+017",https://twitter.com/Slacked/status/960532979553533952,,,
Kurt Bardella,kurtbardella,2018-02-05 12:44,4,20,Been sitting on an @AmericanAir plane on the tarmac since 8 a.m. at #DCA ... first there was an issue with a wiper blade...now it’s an issue with the steering. Here’s a thought - stop using old planes. It creates the impression that the plane is falling a part.,,@AmericanAir,#DCA,"9,6052461704679E+017",https://twitter.com/kurtbardella/status/960524617046790144,,,
Jeannette Reyes,6abcJeannette,2018-02-05 12:41,4,36,@AmericanAir departing passengers waiting at the gate hold area at @PHLAirport just before a Minneapolis flight with 200 @Eagles fans arrive after a historic win over the @Patriots @6abc pic.twitter.com/DuawESi6Vv,,@AmericanAir @PHLAirport @Eagles @Patriots @6abc,,"9,60523753913573E+017",https://twitter.com/6abcJeannette/status/960523753913573379,,,
Secret Flying,SecretFlying,2018-02-05 12:06,15,24,Miami to the Dominican Republic for only $251 roundtrip with @AmericanAir . http://www. secretflying.com/posts/miami-do minican-republic-251-roundtrip/ … pic.twitter.com/1qYFLEsmeI,,@AmericanAir,,"9,60514943014535E+017",https://twitter.com/SecretFlying/status/960514943014535170,,,
Jorge Guajardo,jorge_guajardo,2018-02-05 04:14,2,23,"Hey, @AmericanAir ! Never missing an opportunity to disappoint, on 14 hr trip from ORD-PEK, electrical system throughout the plane is not working. No entertainment system, seats work sporadically, same with reading lights. A nightmare.",,@AmericanAir,,"9,60396201378984E+017",https://twitter.com/jorge_guajardo/status/960396201378983936,,,
Lou Brutus,LouBrutus,2018-02-05 02:10,6,57,FINALLY! Landed in DC w driver taking me home to my Darla. It took the evil scum at @AmericanAir SEVENTEEN hours to get me home. And they never even offered a voucher or a make-good. Can you believe that shit? pic.twitter.com/H3AoDl2mPk,,@AmericanAir,,"9,60365095632163E+017",https://twitter.com/LouBrutus/status/960365095632162822,,,
Dallas Mavericks,dallasmavs,2018-02-05 00:13,6,33,That’s a wrap in Atlanta! Our Black History Month Challenge winners pres by @BNSFRailway are headed back to Dallas! Thanks to @AmericanAir for the flights!! pic.twitter.com/oUawureqMu,,@BNSFRailway @AmericanAir,,"9,60335516834189E+017",https://twitter.com/dallasmavs/status/960335516834189313,,,
Lince Dorado,LuchadorLD,2018-02-05 00:07,9,99,"Always a great time running into friends at the airport especially the awesome @SantanaGarrett_ ! Safe travels! Thank you @AmericanAir for the safe trip, if only you let me see the @Eagles play! pic.twitter.com/hagtKyAp18",,@SantanaGarrett_ @AmericanAir @Eagles,,"9,60333930640609E+017",https://twitter.com/LuchadorLD/status/960333930640609281,,,
Santana Garrett,SantanaGarrett_,2018-02-05 00:02,4,61,As you requested @AmericanAir #Travel #WorldTravelers #prowrestlers #SuperBowl #SuperBowlCommercial #GameDay #SuperBowlLII #AmericanAirlines pic.twitter.com/xLGuoAgmuc,,@AmericanAir,#Travel #WorldTravelers #prowrestlers #SuperBowl #SuperBowlCommercial #GameDay #SuperBowlLII #AmericanAirlines,"9,60332745825243E+017",https://twitter.com/SantanaGarrett_/status/960332745825243136,,,
Lou Brutus,LouBrutus,2018-02-05 00:01,5,46,AMERICAN AIRLINES SUCKS UPDATE: My final flight of the day from NC to DC *still* delayed. When they reissued my boarding pass they didn’t give me upgraded boarding I had paid for. Agent at gate refuses to fix it. @AmericanAir strikes again!,,@AmericanAir,,"9,60332614619074E+017",https://twitter.com/LouBrutus/status/960332614619074563,,,
Woodys Aeroimages,AeroimagesChris,2018-02-04 21:32,5,28,. @AmericanAir #737MAX N303RE awaits its first flight. pic.twitter.com/3JenD780K6,,@AmericanAir,#737MAX,"9,6029513478398E+017",https://twitter.com/AeroimagesChris/status/960295134783979520,,,
Captain Tim,CaptainTimAA,2018-02-04 20:47,4,25,Now arriving next door at @Reagan_Airport is the @AmericanAir @Airbus dressed in the #Allegheny #heritage #livery ... pic.twitter.com/zLH3r8PNa5,,@Reagan_Airport @AmericanAir @Airbus,#Allegheny #heritage #livery,"9,60283812184953E+017",https://twitter.com/CaptainTimAA/status/960283812184952832,,,
Santana Garrett,SantanaGarrett_,2018-02-04 20:28,3,35,I spy with my little eyes.. Oh my..there's a cat on my flight! @LuchadorLD @AmericanAir #hellokitty #travel #worldtraveler #SundayFunday,,@LuchadorLD @AmericanAir,#hellokitty #travel #worldtraveler #SundayFunday,"9,60278911144923E+017",https://twitter.com/SantanaGarrett_/status/960278911144923136,,,
Mikaze,IamMikaze,2018-02-04 18:36,11,73,"Flight cancelled at 1 pm, Gotta drive to Des Moines now. 230 pm... Still waiting for my bags. C'mon @AmericanAir @fly2ohare",,@AmericanAir @fly2ohare,,"9,60250686553379E+017",https://twitter.com/IamMikaze/status/960250686553378818,,,
Trusted Travel Girl,trusttravelgirl,2018-02-04 17:27,15,20,Reported damaged bag to @AmericanAir within an hour after picking it up. Completed claim w/ receipts after I was told time limit was 30 days. Now they are disregarding saying it wasn’t reported within 24 hours. YES IT WAS. RETWEET THIS.Airline’s must stop mistreating consumers!,,@AmericanAir,,"9,60233326572376E+017",https://twitter.com/trusttravelgirl/status/960233326572376064,,,
B.A.,BdotAdot5,2018-02-04 16:39,1,24,Maaaaannn @AmericanAir on the BS today! About to make me miss the whole damn Super Bowl w/ these 1hr delays & the plane sitting right there at the gate. Smh,,@AmericanAir,,"9,60221164026155E+017",https://twitter.com/BdotAdot5/status/960221164026155008,,,
Lou Brutus,LouBrutus,2018-02-04 16:20,4,17,"HEY AMERICAN! I sent you all my info as you requested. And now? Crickets. Well, I have some info for you. My 4pm out of TN is now pushed back so I may now miss my THIRD flight out of Charlotte today. WHAT THE HELL ARE YOU DOING?!?! Seriously, @AmericanAir are the worst. https:// twitter.com/AmericanAir/st atus/960197906581123072 …",,@AmericanAir,,"9,60216562497094E+017",https://twitter.com/LouBrutus/status/960216562497093632,,,
American Airlines,AmericanAir,2018-02-04 15:27,49,191,"Rise and grind, @Eagles fam! It's #gameday ! #FlyEaglesFly pic.twitter.com/A67vTlDTxY",,@Eagles,#gameday #FlyEaglesFly,"9,6020308250744E+017",https://twitter.com/AmericanAir/status/960203082507440133,,,
Darryl Murphy,DMurphy2020,2018-02-04 14:59,6,6,"@united , @AmericanAir and @Delta control 80% of #USA airspace. My Administration will break up this monopoly and bring competition, choice and lower fares back to the #American people. #Vote2020 #travel #tourism",,@united @AmericanAir @Delta,#USA #American #Vote2020 #travel #tourism,"9,60196235239084E+017",https://twitter.com/DMurphy2020/status/960196235239084032,,,
Anthony Martorina,ant_kneee,2018-02-04 14:36,2,7,"Remember Planes, Trains & Automobiles? It might be happening today @AmericanAir @Montreal as we @fly2ohare There's a Big Game I need to watch today from my couch. #SuperBowl #AmericanAir pic.twitter.com/5q2AqcbRh8",,@AmericanAir @Montreal @fly2ohare,#SuperBowl #AmericanAir,"9,60190385539699E+017",https://twitter.com/ant_kneee/status/960190385539698697,,,
skrapz,skrapzg,2018-02-04 13:36,30,240,"And there it is, give us another inch of 2 @AmericanAir pic.twitter.com/xja4u2Rv12",,@AmericanAir,,"9,6017521936828E+017",https://twitter.com/skrapzg/status/960175219368280064,,,
Joe Pierre III,LU_JoePierreIII,2018-02-04 13:30,4,52,"We @MT_MBB want to thank @AmericanAir - Charlotte for the 1st class service this morning!! They were welcoming, efficient, and enthusiastic!! Made it through the ticket counter & security in under 30 minutes!! pic.twitter.com/OoK1v7ZzlD – at Charlotte Douglas International Airport (CLT)",,@MT_MBB @AmericanAir,,"9,60173723000168E+017",https://twitter.com/LU_JoePierreIII/status/960173723000168448,,,
Micah Grace,MicahGrace2,2018-02-04 13:28,1,11,@AmericanAir My one year old can sit in my lap during take off and landing any other time. But because the army purchased her a ticket home she must be buckled in her seat unable to nurse or be comforted after 12+ hours of traveling? We have never had this problem before.,,@AmericanAir,,"9,60173282266898E+017",https://twitter.com/MicahGrace2/status/960173282266898432,,,
Secret Flying,SecretFlying,2018-02-04 11:50,8,10,"SUMMER: Baltimore/Washington DC to Zurich, Switzerland for only $435 roundtrip with @AmericanAir . http://www. secretflying.com/posts/washingt on-dc-baltimore-zurich-switzerland-464-roundtrip/ … pic.twitter.com/n4FxgnzqXf",,@AmericanAir,,"9,60148613258195E+017",https://twitter.com/SecretFlying/status/960148613258194945,,,
Anthony Martorina,ant_kneee,2018-02-04 11:48,4,16,"Since 1927 @DunnsFamous_ @Montreal has been serving up amazing smoked meats. We had a great time enjoying this fantastic diner while enjoying a Ruben sandwich, original poutine & a baked potato soup along w/ some Canadian beer. @TripAdvisor @AmericanAir @mtlgazette @DunnsFamousBC pic.twitter.com/kGoRnyMDso",,@DunnsFamous_ @Montreal @TripAdvisor @AmericanAir @mtlgazette @DunnsFamousBC,,"9,60147956870664E+017",https://twitter.com/ant_kneee/status/960147956870664192,,,
Taty,CoolChillMom,2018-02-04 03:19,19,6,Thank you #peterrabbitmovie for a wonderful time! Headed home with our adorable @buildabear #bluejacket Peter Rabbit! Time to buckle up and hop over home with @AmericanAir #sonypartner pic.twitter.com/ljf62RsmpQ,,@buildabear @AmericanAir,#peterrabbitmovie #bluejacket #sonypartner,"9,60020037888229E+017",https://twitter.com/CoolChillMom/status/960020037888229377,,,
Linda,flylabrock,2018-02-04 01:32,0,10,A fantastic night night with @AmericanAir supporting @TulsaBallet for Icons and Idols! pic.twitter.com/nCEUei8nF4,,@AmericanAir @TulsaBallet,,"9,5999314681704E+017",https://twitter.com/flylabrock/status/959993146817040385,,,
Zach Brown,ZachBrown_55,2018-02-03 19:56,11,120,This is the last time i will try to flight @AmericanAir and the employees!!! are so,,@AmericanAir,,"9,59908436837306E+017",https://twitter.com/ZachBrown_55/status/959908436837306368,,,
Paul Priegel,paul_priegel,2018-02-03 19:00,7,12,"Did you know Stillwater Regional Airport is consistently the 4th busiest airport in Oklahoma? In 2017, our airport saw around 80,000 operations (landing/takeoffs) & had over 50,000 commercial passengers. @FlyStillwaterOK @AmericanAir @StillwaterOKgov @OKAeronautics @Flying_Aggies pic.twitter.com/n31vkyukTi – at Stillwater Regional Airport (SWO)",,@FlyStillwaterOK @AmericanAir @StillwaterOKgov @OKAeronautics @Flying_Aggies,,"9,59894353526313E+017",https://twitter.com/paul_priegel/status/959894353526312961,,,
Tom Hollingsworth,networkingnerd,2018-02-03 18:53,2,8,"Big thanks to @AmericanAir for the travel issues at JFK today. And plane maintance issues. And missed connections. And yes, I’m displeased and using Twitter because your rebooking system is currently overloaded.",,@AmericanAir,,"9,59892534641209E+017",https://twitter.com/networkingnerd/status/959892534641209345,,,
Ongina,ongina,2018-02-03 15:52,0,21,Sitting in my seat on my @AmericanAir flight and this is the 100th time I’ve wondered “Did @AmericanAir buy all of Delta’s old planes?” Ugh. Upgrades needed.,,@AmericanAir @AmericanAir,,"9,59847018418991E+017",https://twitter.com/ongina/status/959847018418991104,,,
EvelDick,EvelDick,2018-02-03 14:42,3,123,"This idiot flying the plane for @AmericanAir kept hyping us up all flight how we'd be arriving a half hour early, yay! Pin dick gets us here & there's no empty gate, so we get to sit on the tarmack. Will I get in trouble for kicking him in the nuts when I deplane?",,@AmericanAir,,"9,5982948421922E+017",https://twitter.com/EvelDick/status/959829484219219971,,,
Brian Kalish,BrianKal,2018-02-03 13:27,0,9,A good Saturday morning activity is booking flights .. can't wait for Arizona Adventure over Labor Day @AmericanAir DCA-PHX-DCA pic.twitter.com/0feiVQ1QCf,,@AmericanAir,,"9,59810471254733E+017",https://twitter.com/BrianKal/status/959810471254732800,,,
निःस्वार्थ👌भक्त टोली✌ #VTD_EkantBhai 🙏🚩,SaundiD,2018-02-03 09:10,31,14,Hw@IvankaTrump The replies coming on this thread r not shocking for me. Actually Sir #DonaldTrump is a LEADER Who has a clear Vision & Also have several reasoms for such a clear Vision. People r calling me a BOT! Even Jesus wl'not forgive them PLEASE Teach them SPIRITUALITY pic.twitter.com/6xgSFtI73q,,@IvankaTrump,#DonaldTrump,"9,59745865492718E+017",https://twitter.com/SaundiD/status/959745865492717568,,,
Dion Lim,DionLimTV,2018-02-02 23:03,2,10,I vote a Montreal bagel is in order! I dream of these! @StViateurBagel @fairmountbagel They’re all magical! pic.twitter.com/g5DDYWGBAf,,@StViateurBagel @fairmountbagel,,"9,59593206257132E+017",https://twitter.com/DionLimTV/status/959593206257131521,,,
Trish Hartman,TrishHartman,2018-02-02 22:10,64,346,Just before wheels up on the last @AmericanAir flight of the day from @PHLAirport to Minneapolis... #FlyEaglesFly pic.twitter.com/uQrNJwPJR9,,@AmericanAir @PHLAirport,#FlyEaglesFly,"9,59579706059346E+017",https://twitter.com/TrishHartman/status/959579706059345923,,,
AirlineGeeks.com,AirlineGeeks,2018-02-02 18:00,3,16,A copyright board has rejected @AmericanAir 's logo for a second time. http:// bit.ly/2FGnAuL pic.twitter.com/2FtEFfpPSi,,@AmericanAir,,"9,5951677808597E+017",https://twitter.com/AirlineGeeks/status/959516778085969920,,,
Anthony Martorina,ant_kneee,2018-02-02 17:00,9,24,When in the Old City of @Montreal you must grab a bowl of hot french onion soup. Hey @AmericanAir I'm getting a few bowls packed for you. It's really good. @mtlgazette @TripAdvisor @TravAdventure @FoodTravelist @FoodNetwork pic.twitter.com/4uRBK86pXW,,@Montreal @AmericanAir @mtlgazette @TripAdvisor @TravAdventure @FoodTravelist @FoodNetwork,,"9,59501900570821E+017",https://twitter.com/ant_kneee/status/959501900570820609,,,
PHLAirport,PHLAirport,2018-02-02 16:30,16,45,. @Eagles spirit soaring at #PHLairport today with these fans waiting to board @AmericanAir flight to @mspairport for the #SuperBowl #FlyEaglesFly #GoBirds #GoEaglesPHL #FlyPhillyFly pic.twitter.com/qPzLDwDBWd,,@Eagles @AmericanAir @mspairport,#PHLairport #SuperBowl #FlyEaglesFly #GoBirds #GoEaglesPHL #FlyPhillyFly,"9,59494169495556E+017",https://twitter.com/PHLAirport/status/959494169495556096,,,
Philly Tailgate,phillytailgate,2018-02-02 15:41,4,16,Flying with @AmericanAir on the road to Victory... pic.twitter.com/gUwBmfHaHn,,@AmericanAir,,"9,59481937793618E+017",https://twitter.com/phillytailgate/status/959481937793617920,,,
Lewis Johnson,LewisJohnsonMG,2018-02-02 15:24,0,26,It’s “Go time” & thx 2 the AA counter agents at DFW who pulled off a miracle! Plenty of work 2 do on this 14 hour & 2 minute flight 2 Seoul and see you all next week on-the-air from the Alpensia Sliding Center. To be clear...1 water-1 OJ-1 champagne @AmericanAir @NBCOlympics pic.twitter.com/DX52MOfyfz – at Dallas/Fort Worth International Airport (DFW),,@AmericanAir @NBCOlympics,,"9,59477602837844E+017",https://twitter.com/LewisJohnsonMG/status/959477602837843969,,,
Tim Tai,nonorganical,2018-02-02 15:10,2,38,"Miraculously, got switched onto a nonstop flight to Minneapolis instead. Just in time to catch @AmericanAir staff and passengers getting excited for the Super Bowl: pic.twitter.com/cDzxvQcHlA",,@AmericanAir,,"9,59474121926115E+017",https://twitter.com/nonorganical/status/959474121926115329,,,
Chris Stigall,ChrisStigall,2018-02-02 14:10,3,37,Our official @Eagles fan embed in Minneapolis for the #Superbowl sent us this picture of her departing flight this week. @AmericanAir rolled out the white and midnight green carpet! Very cool! pic.twitter.com/EU0vcto3e8 – at Philadelphia International Airport (PHL),,@Eagles @AmericanAir,#Superbowl,"9,59459097337848E+017",https://twitter.com/ChrisStigall/status/959459097337847808,,,
Tri-Cities Airport,triflight,2018-02-02 14:10,4,17,"Introducing the first of the @AmericanAir fleet of CRJs, now arriving at TRI. pic.twitter.com/7PxItV9nSw",,@AmericanAir,,"9,59459006082421E+017",https://twitter.com/triflight/status/959459006082420736,,,
MD80/90/B717 T-Tails,90B717,2018-02-02 13:44,11,18,So sad to hear and see that these species of birds may go extinct. @AmericanAir @Delta @edelweiss330 @MD80com @MD80it @md80magazine @ikanokuchibashi @justplanes @classicairline @VintageAirliner pic.twitter.com/0Sq05wlawJ,,@AmericanAir @Delta @edelweiss330 @MD80com @MD80it @md80magazine @ikanokuchibashi @justplanes @classicairline @VintageAirliner,,"9,59452428834783E+017",https://twitter.com/90B717/status/959452428834783237,,,
Captain Tim,CaptainTimAA,2018-02-02 13:12,3,26,"It’s #WingFriday again, and here is a wing taking the runway for another #AAviation #AAdventure at @AmericanAir .... we’ll be airborne in about one mile! pic.twitter.com/XATvrgdnG8",,@AmericanAir,#WingFriday #AAviation #AAdventure,"9,59444345979064E+017",https://twitter.com/CaptainTimAA/status/959444345979064320,,,
Secret Flying,SecretFlying,2018-02-02 12:36,18,28,"Baltimore/Washington DC to Madrid, Spain for only $408 roundtrip with @AmericanAir . http://www. secretflying.com/posts/washingt on-dc-baltimore-madrid-spain-453-roundtrip/ … pic.twitter.com/fOidCwgxRR",,@AmericanAir,,"9,59435349507432E+017",https://twitter.com/SecretFlying/status/959435349507432448,,,
